cnt,var,year,Agriculture,Mining,Manufacturing,Utilities,Construction,Trade services,Transport services,Business services,Financial services,Real estate,Government services,Other services,Total
CRI,VA_Q15,2008,1349893,103115,3342681,732424,1446294,2900942,986948,2513084,848681,1894923,4641315,680933,21441234
CRI,VA_Q15,2009,1304601,85452,3075685,751757,1411983,2727743,951978,2740153,890331,1986549,4848730,689591,21464553
CRI,VA_Q15,2010,1390594,78189,3268303,768558,1345046,2880837,1013172,3036846,886431,2091911,5035566,708568,22504021
CRI,VA_Q15,2011,1400120,72394,3365553,794314,1359359,3021392,1078477,3325993,924731,2220245,5091523,753342,23407443
CRI,VA_Q15,2012,1467923,76396,3478481,840717,1421513,3137417,1145075,3616996,1056604,2372769,5160527,782094,24556512
CRI,VA_Q15,2013,1469473,80839,3482404,722678,1286495,3350580,1164038,3860627,1144287,2375950,5353460,796373,25087204
CRI,VA_Q15,2014,1492079,81772,3510634,748447,1313033,3510277,1210299,4121382,1232385,2400768,5498530,860594,25980199
CRI,VA_Q15,2015,1451382,88068,3331909,830562,1436434,3663012,1273807,4543476,1336364,2430597,5592868,893268,26871746
CRI,VA_Q15,2016,1526974,91488,3482321,874940,1388132,3814362,1303210,4810226,1535105,2448092,5740789,942118,27957758
CRI,VA_Q15,2017,1583950,86672,3597939,905602,1358971,3909567,1352736,5232986,1651421,2518753,5858925,1006375,29063898
CRI,VA_Q15,2018,1612489,90959,3688264,906328,1468233,3983005,1382202,5502932,1742426,2592854,5879370,1050897,29899958
CRI,EMP,1990,314,1,206,17,78,148,23,33,9,2,171,83,1085
CRI,EMP,1991,301,1,223,16,76,154,26,39,11,2,174,82,1106
CRI,EMP,1992,297,1,238,20,74,175,30,41,11,2,181,86,1157
CRI,EMP,1993,289,1,234,25,78,196,32,51,14,3,185,87,1196
CRI,EMP,1994,281,2,242,27,84,212,37,56,16,3,189,87,1236
CRI,EMP,1995,290,2,233,20,82,234,40,57,16,3,195,93,1266
CRI,EMP,1996,283,2,244,22,75,250,41,63,18,4,200,97,1298
CRI,EMP,1997,286,1,238,25,93,254,45,76,21,5,205,101,1350
CRI,EMP,1998,292,1,249,24,86,269,50,85,24,5,209,103,1397
CRI,EMP,1999,283,2,258,26,89,299,53,84,23,5,213,102,1437
CRI,EMP,2000,292,2,252,22,94,320,60,95,26,6,216,110,1494
CRI,EMP,2001,259,2,252,33,97,366,54,135,38,8,188,94,1525
CRI,EMP,2002,266,2,243,36,97,374,58,149,41,9,191,99,1565
CRI,EMP,2003,259,2,244,35,99,400,61,148,41,9,200,106,1605
CRI,EMP,2004,259,4,247,37,99,419,65,152,43,9,210,112,1655
CRI,EMP,2005,272,4,251,30,104,414,74,146,41,9,228,129,1702
CRI,EMP,2006,257,5,252,32,114,437,80,153,43,9,242,139,1764
CRI,EMP,2007,250,3,255,29,136,458,86,176,49,11,250,141,1843
CRI,EMP,2008,236,3,242,38,137,466,100,196,55,12,263,143,1889
CRI,EMP,2009,223,2,233,35,116,483,105,182,51,11,296,144,1882
CRI,EMP,2010,288,3,240,48,100,461,91,188,52,11,302,156,1941
CRI,EMP,2011,272,2,239,42,115,470,98,192,54,12,315,169,1980
CRI,EMP,2012,256,2,215,38,120,457,110,221,51,10,305,184,1971
CRI,EMP,2013,256,3,201,40,110,505,126,212,54,9,326,192,2032
CRI,EMP,2014,292,2,211,36,133,482,108,238,56,13,299,198,2068
CRI,EMP,2015,327,1,250,34,136,462,90,241,48,14,296,207,2107
CRI,EMP,2016,329,1,239,43,133,488,111,252,54,11,295,189,2146
CRI,EMP,2017,344,1,239,36,138,492,111,268,46,13,322,184,2193
CRI,EMP,2018,341,2,258,31,147,473,125,262,54,14,287,202,2196
ECU,VA,1990,3126,627,3401,102,458,2320,1293,399,254,915,1164,277,14338
ECU,VA,1991,3543,498,4014,112,545,2710,1363,520,355,838,1149,304,15950
ECU,VA,1992,3422,484,4668,149,596,3138,1382,572,357,734,1197,318,17018
ECU,VA,1993,4430,515,4239,155,502,2543,1032,1506,457,616,2423,277,18695
ECU,VA,1994,5027,437,5185,195,596,3053,1317,1709,640,983,3081,333,22554
ECU,VA,1995,5351,533,5413,63,620,2864,1593,2141,803,1221,2985,412,23996
ECU,VA,1996,5232,632,5528,86,509,3374,1482,2091,873,1375,3385,424,24991
ECU,VA,1997,5660,494,5748,263,778,3752,1718,2297,892,1697,3897,488,27685
ECU,VA,1998,4888,304,5573,331,1013,3911,1895,2365,796,1517,4239,528,27358
ECU,VA,1999,3450,522,4176,248,705,2798,1510,1552,297,788,3251,325,19623
ECU,VA,2000,2822,967,4100,185,906,2962,1395,1276,361,302,2341,234,17851
ECU,VA,2001,3097,660,4634,398,1416,4070,2270,2075,500,488,2883,395,22884
ECU,VA,2002,3206,832,5016,645,1732,4323,2373,2595,612,1037,3635,537,26543
ECU,VA,2003,3517,1286,5261,638,1896,4601,2651,2958,665,1658,4547,717,30395
ECU,VA,2004,3546,2364,5525,568,2416,4835,2860,3204,786,2338,4949,841,34232
ECU,VA,2005,3935,3783,5864,521,2926,5400,3102,3615,1058,2633,5403,937,39177
ECU,VA,2006,4403,5318,6387,516,3639,5849,3301,3889,1298,2837,5976,1040,44452
ECU,VA,2007,4772,5970,7004,586,4017,6221,3282,4432,1303,3056,6716,1152,48511
ECU,VA,2008,5537,8928,8465,633,5394,7690,3579,5009,1441,3202,8256,1416,59551
ECU,VA,2009,6198,5121,8677,542,5928,7706,3657,5172,1714,3494,9422,1383,59013
ECU,VA,2010,6770,7576,9322,754,6501,8554,3805,5879,1948,3652,10289,1451,66499
ECU,VA,2011,7611,10463,10338,928,8106,9828,3806,6748,2300,3795,11009,1602,76536
ECU,VA,2012,7599,11381,11390,1046,9379,10686,3981,7505,2761,3963,12443,1723,83856
ECU,VA,2013,8342,11851,12408,1066,10013,11854,4447,8423,2591,4112,13564,1863,90534
ECU,VA,2014,9284,11267,14002,1253,10891,12599,4493,8987,3166,4418,14515,2019,96895
ECU,VA,2015,9388,4691,14321,1509,11125,12301,4914,8729,3165,4755,15148,1995,92043
ECU,VA,2016,9513,3800,14541,1685,11976,11755,5544,8360,3073,5015,15662,2114,93038
ECU,VA,2017,9730,5024,14983,1826,12087,12185,5523,8868,3536,4864,16342,2114,97083
ECU,VA,2018,9626,6167,15000,1711,12125,12478,5664,9661,3688,4917,16792,2127,99956
ECU,VA_Q15,1990,3590,2260,7115,316,3665,6745,2050,2076,798,2672,8754,1107,41148
ECU,VA_Q15,1991,3896,2358,7256,286,3736,6931,2072,2107,935,2726,9048,1141,42493
ECU,VA_Q15,1992,4053,2470,7398,288,3664,7111,2140,2132,972,2758,8690,1183,42858
ECU,VA_Q15,1993,4033,2660,7726,306,3522,7107,2222,2251,1255,2797,8526,1208,43611
ECU,VA_Q15,1994,4246,2954,8223,325,3602,7400,2213,2233,1527,2828,7966,1246,44762
ECU,VA_Q15,1995,4388,3081,7951,266,3620,7485,2250,2513,1843,2833,7348,1360,44938
ECU,VA_Q15,1996,4648,2738,8506,297,3501,7686,2262,2707,2064,2894,7307,1369,45981
ECU,VA_Q15,1997,4891,2807,8277,317,3861,7947,2415,2968,2000,2964,7496,1450,47393
ECU,VA_Q15,1998,4745,2567,8769,343,3971,8075,2514,3311,1752,3093,7872,1545,48557
ECU,VA_Q15,1999,5165,2708,8047,421,2977,6957,2464,2854,1061,3226,7265,1542,44687
ECU,VA_Q15,2000,5208,2665,9434,432,3666,7117,2682,3088,1112,3306,7768,1580,48057
ECU,VA_Q15,2001,5467,2737,9649,432,4521,7476,2778,3431,1040,3405,7896,1513,50345
ECU,VA_Q15,2002,5564,2653,9819,459,5468,7688,2798,3868,1127,3492,8094,1511,52541
ECU,VA_Q15,2003,5931,2939,9801,465,5415,7928,2861,4120,1121,3529,8355,1547,54012
ECU,VA_Q15,2004,6073,4165,10232,417,5697,8256,2921,4373,1229,3895,8650,1596,57502
ECU,VA_Q15,2005,6501,4255,10696,421,6186,8755,2993,4945,1500,4049,8834,1630,60766
ECU,VA_Q15,2006,6781,4489,11136,421,6470,9136,3157,5271,1799,4047,9098,1688,63493
ECU,VA_Q15,2007,7013,4151,11487,493,6534,9177,3220,5717,1851,4117,9673,1765,65199
ECU,VA_Q15,2008,7130,4151,12534,642,7112,10095,3404,6328,1969,4185,10076,1839,69464
ECU,VA_Q15,2009,7253,4137,12438,577,7312,9870,3638,6329,2016,4294,11010,1757,70630
ECU,VA_Q15,2010,7306,4142,12736,777,7563,10219,3716,6764,2218,4352,11711,1721,73226
ECU,VA_Q15,2011,7886,4259,13550,987,8891,10815,3927,7389,2518,4487,12531,1805,79044
ECU,VA_Q15,2012,7948,4368,14104,1164,9976,11309,4169,7946,2934,4466,13364,1846,83594
ECU,VA_Q15,2013,8480,4493,14408,1299,10715,12043,4594,8421,2874,4636,13985,1881,87829
ECU,VA_Q15,2014,9122,4790,14438,1383,11214,12442,4710,8827,3186,4709,14538,1983,91343
ECU,VA_Q15,2015,9388,4691,14321,1509,11125,12301,4914,8729,3165,4755,15148,1995,92043
ECU,VA_Q15,2016,9468,4759,14195,1517,10484,11872,4974,8593,3126,4793,15362,1822,90964
ECU,VA_Q15,2017,9992,4626,14702,1663,10021,12519,4983,8681,3323,4490,15762,1861,92624
ECU,VA_Q15,2018,10004,4351,14788,1721,10077,12805,5221,8974,3418,4671,16012,1858,93899
ECU,EMP,1990,1170,21,417,13,215,529,149,55,36,0,444,289,3336
ECU,EMP,1991,1202,22,424,11,224,573,154,58,41,0,473,297,3479
ECU,EMP,1992,1234,24,432,11,224,619,163,62,42,0,468,307,3585
ECU,EMP,1993,1266,26,450,12,220,651,174,69,53,0,473,312,3705
ECU,EMP,1994,1296,29,477,13,230,714,177,71,63,0,456,321,3847
ECU,EMP,1995,1324,30,461,10,236,760,185,84,74,0,434,349,3949
ECU,EMP,1996,1351,27,492,11,234,822,190,95,82,0,445,350,4100
ECU,EMP,1997,1377,28,478,12,263,895,208,110,77,0,470,370,4290
ECU,EMP,1998,1402,26,505,13,277,958,222,129,66,0,509,393,4500
ECU,EMP,1999,1426,28,462,16,212,869,223,117,39,0,485,391,4267
ECU,EMP,2000,1450,28,541,16,267,937,249,132,40,0,534,399,4593
ECU,EMP,2001,1474,29,552,16,336,1036,265,155,37,0,560,381,4839
ECU,EMP,2002,1480,27,560,18,397,1067,267,162,48,0,573,382,4980
ECU,EMP,2003,1506,30,564,19,389,1118,277,162,58,0,599,399,5121
ECU,EMP,2004,1581,24,623,29,395,1293,323,184,68,0,656,391,5569
ECU,EMP,2005,1578,25,622,25,411,1356,354,190,88,0,654,452,5755
ECU,EMP,2006,1628,35,659,28,453,1443,367,176,100,0,663,416,5968
ECU,EMP,2007,1578,37,674,32,480,1525,410,190,136,0,703,453,6217
ECU,EMP,2008,1573,32,713,36,483,1529,404,191,172,0,764,463,6361
ECU,EMP,2009,1608,37,696,50,500,1565,439,189,191,0,751,481,6507
ECU,EMP,2010,1593,39,747,48,478,1622,466,190,225,0,860,463,6733
ECU,EMP,2011,1633,37,729,45,461,1756,503,200,323,0,884,393,6963
ECU,EMP,2012,1667,37,757,46,493,1802,521,244,284,0,916,397,7163
ECU,EMP,2013,1530,51,823,52,605,1735,542,231,383,0,910,495,7356
ECU,EMP,2014,1544,59,831,54,599,1820,582,213,364,0,897,540,7504
ECU,EMP,2015,1633,53,794,58,607,1911,626,223,325,0,952,483,7665
ECU,EMP,2016,1731,48,855,58,602,1997,586,222,241,0,932,482,7754
ECU,EMP,2017,1810,33,885,60,583,2049,601,238,317,0,948,458,7981
ECU,EMP,2018,2031,42,869,61,599,1978,608,261,326,0,884,508,8169
EGY,VA,1990,17735,4254,15914,1304,5054,18618,5140,5527,3436,1970,9251,3332,91535
EGY,VA,1991,19110,11224,17795,1851,5625,20133,5774,6158,3781,2141,12723,3696,110011
EGY,VA,1992,21680,13337,21401,2621,6735,24150,7230,7162,4621,2350,15557,4213,131057
EGY,VA,1993,24427,13969,24350,3396,7100,26750,7854,8105,5391,2585,17428,4805,146160
EGY,VA,1994,27500,14299,27130,4021,8500,28997,9153,9436,6153,2850,19350,5578,162967
EGY,VA,1995,32050,15783,32667,4440,9500,35517,10869,11283,7033,3450,21754,6664,191010
EGY,VA,1996,36968,16144,36552,4823,11040,39781,12166,12761,8569,3816,24057,7508,214185
EGY,VA,1997,41882,17461,43383,5087,12094,45166,13305,13840,13588,4375,28731,8116,247028
EGY,VA,1998,45652,15534,48798,5302,13730,49274,14798,15214,14728,4860,29956,8912,266758
EGY,VA,1999,48935,12995,55225,5765,14555,50661,16159,16213,16096,5412,31220,9342,282578
EGY,VA,2000,52845,23300,61211,6241,15140,54915,17296,16984,18270,6003,33919,9543,315667
EGY,VA,2001,55065,24137,65646,6736,15760,55719,17888,18070,20327,6879,36642,9675,332544
EGY,VA,2002,58369,27705,71739,7534,16560,49416,17334,16280,21797,7575,52943,7313,354564
EGY,VA,2003,63822,42348,72244,8021,16710,51711,17980,14074,23054,7866,67830,4961,390619
EGY,VA,2004,69252,57427,83651,8664,18502,63354,19657,16201,25235,8594,80500,5287,456322
EGY,VA,2005,75291,64026,89981,9778,20106,73079,21579,18576,27322,9186,91681,5907,506511
EGY,VA,2006,81766,89834,98693,11038,23763,82381,24519,21081,29773,9948,101910,6439,581144
EGY,VA,2007,99953,103656,114475,12270,30175,99426,29699,33169,29957,10836,133148,13621,710387
EGY,VA,2008,113104,133674,139003,14827,36780,125806,34790,40299,34632,11933,157417,13038,855302
EGY,VA,2009,135465,147966,164523,16763,44026,147780,40962,46384,39370,13506,181948,15362,994055
EGY,VA,2010,160970,165747,194290,19130,52609,173802,47400,52109,45029,15398,206038,18069,1150590
EGY,VA,2011,190159,195136,216184,21544,60070,192413,53351,56761,49117,17324,237496,20350,1309906
EGY,VA,2012,188785,278234,270723,37438,70947,258968,69629,94308,67231,106337,257331,13216,1713146
EGY,VA,2013,209748,309074,308982,41526,82475,291217,78358,100457,74903,122330,290685,15053,1924808
EGY,VA,2014,241493,350660,357296,46576,95133,319951,91130,111824,85964,141703,346503,17361,2205594
EGY,VA,2015,278459,314139,408069,53463,119535,378844,107473,125375,99028,167958,400760,19998,2473100
EGY,VA,2016,318878,214842,456299,62772,145450,423158,125908,143860,113926,198454,447538,23326,2674410
EGY,VA,2017,398539,326940,570590,78524,195098,537801,159173,175826,140120,255352,541624,29916,3409504
EGY,VA,2018,498098,479295,722406,98702,256416,702448,201685,219936,174175,322394,620368,37977,4333898
EGY,VA_Q15,1990,123849,66385,124364,18619,32167,134232,49589,49535,35948,96297,88101,18373,918694
EGY,VA_Q15,1991,123331,121477,123825,18329,32477,121637,41108,52659,37743,99856,115609,19446,912063
EGY,VA_Q15,1992,122975,118707,122973,21344,34439,121983,41191,52598,39618,94135,121410,19039,912007
EGY,VA_Q15,1993,120136,113236,126162,25187,31354,138622,39866,42581,33063,74073,97295,15533,895983
EGY,VA_Q15,1994,124743,111943,127581,28801,32640,142579,42851,44543,33907,73378,97061,16201,935976
EGY,VA_Q15,1995,128360,110041,139130,28323,34512,151823,46287,47296,34415,78876,96897,17187,976914
EGY,VA_Q15,1996,158283,97319,123978,26600,43847,158226,52862,47315,37089,77169,94781,17127,1020970
EGY,VA_Q15,1997,173982,98289,140036,26199,38408,172082,54987,50246,57589,86633,110841,18130,1118299
EGY,VA_Q15,1998,177016,90209,179777,28171,45247,194211,64685,50766,57370,88450,106214,18297,1195734
EGY,VA_Q15,1999,187496,81378,219596,33032,42964,208300,68612,50253,58239,91493,102828,17816,1266457
EGY,VA_Q15,2000,207552,130202,257659,31908,44948,238168,77424,50923,63948,98170,108069,17606,1384433
EGY,VA_Q15,2001,223990,124119,273471,31690,43025,226062,73767,51490,67617,106916,110950,16964,1376573
EGY,VA_Q15,2002,232721,134376,292681,33432,45908,178383,65252,48201,75335,122322,166562,13321,1414559
EGY,VA_Q15,2003,228716,194231,279198,33659,39188,155064,60806,43043,82309,131213,220438,9335,1454685
EGY,VA_Q15,2004,211808,214952,263411,29670,46872,213041,63617,44412,80756,128500,234498,8918,1538869
EGY,VA_Q15,2005,206129,221782,277765,30990,44396,235213,59486,50538,86776,136311,265051,9889,1587251
EGY,VA_Q15,2006,210555,296143,293298,33291,54016,254294,73203,53351,87961,137324,274066,10026,1749139
EGY,VA_Q15,2007,218305,312537,314605,33849,62575,269597,73630,68386,72103,121858,291709,17280,1850281
EGY,VA_Q15,2008,225613,323785,339860,38097,72380,300729,79206,79356,77421,126308,309940,15375,1983145
EGY,VA_Q15,2009,232766,342900,352513,40278,80643,314986,84269,88325,80974,130895,315014,16127,2075446
EGY,VA_Q15,2010,240853,345874,370363,42867,91258,339199,90027,97823,85214,136450,325738,16957,2181988
EGY,VA_Q15,2011,247409,347879,366845,44779,94613,337334,91832,103265,86682,141634,341939,17447,2224258
EGY,VA_Q15,2012,254632,348228,369547,47302,97739,344365,94383,107894,88581,147290,352225,17957,2273966
EGY,VA_Q15,2013,262277,340342,377926,49208,101373,356780,97215,112456,90967,152498,362064,18424,2324626
EGY,VA_Q15,2014,270162,327433,395965,51433,108830,357637,102188,120322,95807,162080,379412,19389,2392438
EGY,VA_Q15,2015,278459,314139,408069,53463,119535,378844,107473,125375,99028,167958,400760,19998,2473100
EGY,VA_Q15,2016,287083,297343,411155,56788,132935,379634,113612,134495,103165,175626,418518,20851,2530131
EGY,VA_Q15,2017,296388,292002,419616,58154,145624,399000,119646,145800,107300,185094,431326,21804,2620460
EGY,VA_Q15,2018,305620,314616,439673,60428,160214,430113,124189,154479,110973,191944,445222,22659,2757988
EGY,EMP,1990,4427,46,1694,141,1023,1274,668,326,84,4,2703,494,12962
EGY,EMP,1991,4567,49,1733,147,1068,1327,702,347,90,5,2809,514,13440
EGY,EMP,1992,4706,50,1726,150,1067,1394,693,356,93,5,2867,524,13707
EGY,EMP,1993,4846,55,1741,154,1098,1446,695,380,102,5,2920,534,14048
EGY,EMP,1994,4987,56,1814,162,1149,1569,697,402,110,6,2991,547,14553
EGY,EMP,1995,5132,56,1887,169,1199,1695,720,434,121,6,3067,561,15103
EGY,EMP,1996,4815,58,1964,173,1251,1840,741,457,128,7,3154,577,15205
EGY,EMP,1997,4880,49,2049,183,1377,1896,758,461,129,7,3304,604,15740
EGY,EMP,1998,4947,45,2174,193,1418,2007,789,477,133,7,3385,619,16234
EGY,EMP,1999,5014,42,2269,203,1432,2195,814,508,143,7,3491,638,16780
EGY,EMP,2000,5081,39,2275,210,1448,2196,863,537,151,8,3573,653,17066
EGY,EMP,2001,5138,37,2293,222,1464,2214,864,547,155,8,3721,681,17377
EGY,EMP,2002,5195,35,2270,234,1380,2291,936,565,157,8,3773,690,17564
EGY,EMP,2003,5251,33,2236,241,1425,2474,1001,586,162,8,3847,704,17984
EGY,EMP,2004,5306,31,2259,251,1485,2624,1087,614,167,9,3923,717,18483
EGY,EMP,2005,5359,34,2312,267,1672,2765,1167,645,174,9,4024,736,19173
EGY,EMP,2006,5210,36,2367,293,1888,2913,1255,675,181,9,4149,759,19734
EGY,EMP,2007,5841,37,2436,291,2074,2909,1242,764,147,9,4254,1187,21191
EGY,EMP,2008,6161,36,2493,317,2246,3019,1297,773,155,10,4298,947,21752
EGY,EMP,2009,6192,39,2577,341,2465,3095,1410,789,167,11,4371,937,22393
EGY,EMP,2010,6251,40,2710,371,2759,3275,1545,805,181,13,4541,933,23424
